url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.dallasnews.com/news/education/2024/11/11/is-banning-dei-in-college-courses-the-next-step-for-texas/,https://www.dallasnews.com/news/education/2024/11/11/is-banning-dei-in-college-courses-the-next-step-for-texas/?outputType=amp,Is banning DEI in college courses the next step for Texas ? ,20241112T013000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/FGVD4TPAO33ORRRZNDI4JCUVFQ.jpg?auth=80787cfe4f01a740471803367d1d803dc12c8b5382479c16005a0c2d4a59c52a&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/2024/11/11/police-fire-respond-to-chemical-spill-at-plano-home-depot-that-led-to-store-evacuation/,https://www.dallasnews.com/news/2024/11/11/police-fire-respond-to-chemical-spill-at-plano-home-depot-that-led-to-store-evacuation/?outputType=amp,"Police , fire respond to chemical spill at Plano Home Depot that led to store evacuation",20241112T013000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/VQAOGUS34BNNQK5XZKQPO54R2E.jpg?auth=596428cbefd00fe7b27f529dff9822f63f28ab55c6906d7262dad39d25ad4522&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/weather/2024/11/11/want-to-see-the-last-supermoon-of-the-year-heres-when-youll-be-able-to/,https://www.dallasnews.com/news/weather/2024/11/11/want-to-see-the-last-supermoon-of-the-year-heres-when-youll-be-able-to/?outputType=amp,Want to see the last supermoon of the year ? Here when youll be able to,20241112T020000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/6V2Z6MWXBNE5C5NI4EMB6ZWOUE.jpg?auth=e600c7e173c5e24c0e91425b66e2df860d1aa323257aa655abc70fbfbb6e2543&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/education/2024/11/11/dallas-baptist-university-receives-historic-gift-honors-a-founding-mavs-owner/,https://www.dallasnews.com/news/education/2024/11/11/dallas-baptist-university-receives-historic-gift-honors-a-founding-mavs-owner/?outputType=amp,"Dallas Baptist University receives historic gift , honors a founding Mavs owner",20241111T163000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/BTIDNVFGIFEKPNNFW3IHNHXTO4.jpg?auth=9442c1dbbe14fbbed6b0c743456a554ea742d89462a5053cbe213152ffb50c00&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/11/mujer-de-desoto-dispara-contra-hombre-que-la-siguio-y-se-metio-a-su-casa-dice-la-policia/,https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/11/mujer-de-desoto-dispara-contra-hombre-que-la-siguio-y-se-metio-a-su-casa-dice-la-policia/?outputType=amp,"Mujer de DeSoto dispara contra hombre que la siguió y se metió a su casa , dice la policía",20241111T163000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/KW4H67SSXZDRZHHUCTGL2K4J3E.jpg?auth=386c025652b3d13fee3d85b266c5872b93d00db81b7fbc09f96a5154f3760b81&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/estados-unidos/2024/11/11/trump-planes-2025-como-presidente-deportaciones-indulto-ataque-capitolio-cargos-en-su-contra/,https://www.dallasnews.com/espanol/al-dia/estados-unidos/2024/11/11/trump-planes-2025-como-presidente-deportaciones-indulto-ataque-capitolio-cargos-en-su-contra/?outputType=amp,"Trump dijo que no sería un dictador ,  excepto por el Día 1 ′: qué promete hacer",20241111T163000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/N324Q7VYDGJT66KLH2HN3O2574.jpg?auth=4d3fbe6a8df155aec2136d834456393bba038d40fd1abc25c7632986b38d5069&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/estados-unidos/2024/11/11/tiroteo-tuskegee-university/,https://www.dallasnews.com/espanol/al-dia/estados-unidos/2024/11/11/tiroteo-tuskegee-university/?outputType=amp,"Un muerto y 16 heridos durante balacera en la Universidad de Tuskegee , en Alabama",20241111T163000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/H73Z75XIPDP5ICQ5JOF6B35RWU.jpg?auth=dff424396fefb4b36ff8d5ec82c3a714d6a84fc3138f695e8cd3a4c45218a946&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/11/cuatro-menores-heridos-en-tiroteos-separados-el-fin-de-semana-en-dallas-dice-la-policia/,https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/11/cuatro-menores-heridos-en-tiroteos-separados-el-fin-de-semana-en-dallas-dice-la-policia/?outputType=amp,"Cuatro menores heridos en tiroteos separados el fin de semana en Dallas , dice la policía",20241111T163000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/TKK4CE5ZQZBZDFP3IOEH3KMIII.jpg?auth=9e57196d4ffd0b899c06792794372b3f487d8e726915315b074000b8ad9dea0c&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/opinion/commentary/2024/11/11/for-veterans-access-to-capital-is-a-matter-of-life-and-death/,https://www.dallasnews.com/opinion/commentary/2024/11/11/for-veterans-access-to-capital-is-a-matter-of-life-and-death/?outputType=amp,"For veterans , access to capital is a matter of life and death",20241111T090000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/56OUDCMUWBAIXNJ52JVPMPPP2A.jpg?auth=0092564340843d011f6fb4dbd73a45c27deeeeb84ef9afa0cc2470c639dbfc21&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/opinion/commentary/2024/11/11/cothrum-dallas-charter-amendments-ae-an-expression-of-voter-frustration/,https://www.dallasnews.com/opinion/commentary/2024/11/11/cothrum-dallas-charter-amendments-ae-an-expression-of-voter-frustration/?outputType=amp,Cothrum : Dallas charter amendments are an expression of voter frustration,20241111T090000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/ZXBPYCEO3VAMZN2OHRG67M7BSY.jpg?auth=e3d0c053dc587896e400878d541b870831b0232b9e9a4414410606a94db6ee9e&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/weather/2024/11/10/mostly-sunny-and-mild-for-veterans-day/,https://www.dallasnews.com/news/weather/2024/11/10/mostly-sunny-and-mild-for-veterans-day/?outputType=amp,Mostly sunny and mild for Veterans Day,20241111T014500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/EJ5ADMYRX2XLOAAO6SDRYH4XCQ.jpg?auth=f3acd2ae173194f93451ac03587ae8578583978de5eb85f622a349c2618cb173&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/business/real-estate/2024/11/11/norwegian-battery-firm-to-buy-d-fw-solar-panel-facility-for-340m/,https://www.dallasnews.com/business/real-estate/2024/11/11/norwegian-battery-firm-to-buy-d-fw-solar-panel-facility-for-340m/?outputType=amp,Norwegian battery firm to buy D - FW solar panel facility for $340M,20241111T134500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/5342ODS6IFH55I2S6RIAOSRR7M.jpg?auth=901b35237846432bc008ecb96fd18bf74efe8e50d19fc40426256f3dba349791&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/watchdog/2024/11/11/in-rockwall-citizens-battled-school-district-spending/,https://www.dallasnews.com/news/watchdog/2024/11/11/in-rockwall-citizens-battled-school-district-spending/?outputType=amp,"In Rockwall , citizens battled school district spending",20241111T133000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/YN6VTJPRMFHLBFUBU3ZJ2ZSGU4.jpg?auth=01e12df4816c1bfb4202cf59b80bac99cbf79b3f82607fc711d25919f053b3a5&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/crime/2024/11/11/young-father-left-behind-a-baby-daughter-that-looks-just-like-him/,https://www.dallasnews.com/news/crime/2024/11/11/young-father-left-behind-a-baby-daughter-that-looks-just-like-him/?outputType=amp,Young father left behind a baby daughter that looks just like him,20241111T133000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/AF37UJX2BFHZPJ2P5K33CEIK2I.jpg?auth=847eb963ea846f287f9ecfb57f5b469b702a8c509746e64cf0c5635cecf677aa&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/weather/2024/11/11/sunny-and-pleasant/,https://www.dallasnews.com/news/weather/2024/11/11/sunny-and-pleasant/?outputType=amp,Sunny and pleasant,20241111T133000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/6FEAOTHA7BGA3OTU2EEWREY7MY.jpg?auth=a8a6881502c7fcaa6a0bb50a2ec5beef8da4f873af13efa5d02e941b6757e205&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/food/2024/11/11/dallas-fort-worth-michelin-star-restaurant-winners/,https://www.dallasnews.com/food/2024/11/11/dallas-fort-worth-michelin-star-restaurant-winners/?outputType=amp,Michelin to announce its top D - FW restaurants : Find them here during the 7 p . m . reveal,20241111T210000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/3D2V2CMBM5BALJFVSC7EMRZLWA.jpg?auth=826e325262158d5fcd35b296b3cce4fd4ad4baf685e8c0b6f551db4c907fa86a&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/arts-entertainment/music/2024/11/11/willie-nelson-on-his-new-album-cannabis-cookbook-and-kris-kristofferson/,https://www.dallasnews.com/arts-entertainment/music/2024/11/11/willie-nelson-on-his-new-album-cannabis-cookbook-and-kris-kristofferson/?outputType=amp,"Willie Nelson on his new album , cannabis cookbook and Kris Kristofferson",20241111T210000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/G3JJISGR4HGMIJIU2L4QSUXFVA.jpg?auth=949267fd4f7da7769d0c6561d8f6a3735696a1ab1ebe8f2933607892b2e17fbf&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/espanol/al-dia/noticias/2024/11/11/movimiento-4-b-origenes-como-empezo-mujeres-vs-hombres-no-casarse/,https://www.dallasnews.com/espanol/al-dia/noticias/2024/11/11/movimiento-4-b-origenes-como-empezo-mujeres-vs-hombres-no-casarse/?outputType=amp,Qué es el movimiento 4B : mujeres quitando a hombres de su vida tras victoria de Trump,20241111T204500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/W5WBZJWZDZCTJDIBQVUCWUXB4I.jpg?auth=b69d66ce6b08f71b0b12f8b5656cf6773910bf84497edede979f6e54ad0c6702&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/futbol/2024/11/11/mexico-honduras-horario-como-ver-tv-liga-naciones-nations-league-concacaf/,https://www.dallasnews.com/espanol/al-dia/futbol/2024/11/11/mexico-honduras-horario-como-ver-tv-liga-naciones-nations-league-concacaf/?outputType=amp,México vs Honduras : Horarios y como ver por TV los dos juegos de la Liga de Naciones,20241111T204500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/KMBHC4EERYCOGKZZH5HQR4IDMI.jpg?auth=c755d36d6a513b9a41d0c2b0498f922b88288064e851bba06446f2f80349e342&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/13/la-policia-de-arlington-anuncia-3-arrestos-por-la-muerte-a-tiros-de-un-hombre-de-27-anos/,https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/13/la-policia-de-arlington-anuncia-3-arrestos-por-la-muerte-a-tiros-de-un-hombre-de-27-anos/?outputType=amp,La policía de Arlington anuncia 3 arrestos por la muerte a tiros de un hombre de 27 años,20241113T201500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/2RN574PSPFC4VLTNA7JGY5RGVI.jpg?auth=167f0008e2e87ed4ea5e8ec94fbd5895f04177942d5b5ee996c0c7111120cce3&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/12/donde-encontrar-cabrito-autentico-en-el-norte-de-texas-a-570-millas-de-monterrey/,https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2024/11/12/donde-encontrar-cabrito-autentico-en-el-norte-de-texas-a-570-millas-de-monterrey/?outputType=amp,"Dónde encontrar cabrito auténtico en el Norte de Texas , a 570 millas de Monterrey",20241113T060000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/UOV3CTSVBFDRHDFUBYKH7VF4LM.jpg?auth=24f4c3700e53bcd7d52e194899050af07313efa4b02b4da9804f8d6e17b313e4&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/food/restaurant-news/2024/11/13/dine-at-these-michelin-bib-gourmand-and-recommended-restaurants-for-under-50-in-d-fw/,https://www.dallasnews.com/food/restaurant-news/2024/11/13/dine-at-these-michelin-bib-gourmand-and-recommended-restaurants-for-under-50-in-d-fw/?outputType=amp,Dine at these Michelin Bib Gourmand and Recommended restaurants for under $50 in D - FW,20241113T133000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/H4WQVVNO65CLPHHRIGVVKSL2RE.jpg?auth=d885e4fe7853115fdcc987321672025b3626480f8919cdf14785dfbe9626a50c&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/food/restaurant-news/2024/11/13/how-a-26-year-old-dallas-bartender-became-a-michelin-winner/,https://www.dallasnews.com/food/restaurant-news/2024/11/13/how-a-26-year-old-dallas-bartender-became-a-michelin-winner/?outputType=amp,How a 26 - year - old Dallas bartender became a Michelin winner,20241113T133000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/L2VZU4ZUCVAIJAFTYVRYXFE63Q.jpg?auth=b54083ddc57e02407eda1987056b6c192c60caa45bac52b464d5630d22cfcc34&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/espanol/al-dia/espectaculos/2024/11/13/platanito-chiste-debanhi-escobar-asesinato-demanda-conapred-sancion/,https://www.dallasnews.com/espanol/al-dia/espectaculos/2024/11/13/platanito-chiste-debanhi-escobar-asesinato-demanda-conapred-sancion/?outputType=amp,Platanito se salva de la sanción por su chiste sobre Debanhi Escobar,20241114T011500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/Y2W5DQCZOJATDHC27L5DAD2WTE.JPG?auth=827e1b19b243e6254dd89c9a5a99dddfec03b330c08cc197dc37f73f375b7705&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/espanol/al-dia/espectaculos/2024/11/13/becky-g-mexicoamericana-orgullosa-latin-grammy-album-encuentros/,https://www.dallasnews.com/espanol/al-dia/espectaculos/2024/11/13/becky-g-mexicoamericana-orgullosa-latin-grammy-album-encuentros/?outputType=amp,Becky G se siente orgullosa de su biculturalidad como mexicana y estadounidense,20241114T011500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/KVBF5VABQRA6LCSBDTU534R2QU.JPG?auth=db322bb7a35ca482b0c2192794d9769752ac754b528bd84c9f4274b7773b95ee&smart=true&quality=80,dallasnews.com,Spanish,United States
https://www.dallasnews.com/news/weather/2024/11/13/weak-cold-front-brings-slightly-cooler-weather/,https://www.dallasnews.com/news/weather/2024/11/13/weak-cold-front-brings-slightly-cooler-weather/?outputType=amp,Weak Cold Front Brings Slightly Cooler Weather,20241113T224500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/NA7O3CIDYVBPZNHTOYCBZ4ZAYU.jpg?auth=c4aac752189b83755f3e67252752f181d4950bd5077952fbb223bfd2a21cedb4&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/education/2024/11/13/gov-abbott-tells-texas-universities-to-freeze-tuition/,https://www.dallasnews.com/news/education/2024/11/13/gov-abbott-tells-texas-universities-to-freeze-tuition/?outputType=amp,Gov . Abbott tells Texas universities to freeze tuition,20241113T224500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/N73WOI45ZNDJPCJELVLO2L7CSQ.jpg?auth=77218b4ed9cbc4bdbcee1421862c44e978e310def214350a9f8619d244bc4e91&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/business/economy/2024/11/13/key-us-inflation-measure-holds-steady-for-third-month/,https://www.dallasnews.com/business/economy/2024/11/13/key-us-inflation-measure-holds-steady-for-third-month/?outputType=amp,Key U . S . inflation measure holds steady for third month,20241113T181500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/ONOJK7WROQKXD4MTMSGNIPZ6M4.jpg?auth=4e5b57dd039978a544fda806b8028a6dd8d27b4c3822c555a463ad942d76bd89&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/arts-entertainment/visual-arts/2024/11/13/norman-rockwell-paintings-to-be-auctioned-for-boys-scouts-sexual-abuse-settlement-fund/,https://www.dallasnews.com/arts-entertainment/visual-arts/2024/11/13/norman-rockwell-paintings-to-be-auctioned-for-boys-scouts-sexual-abuse-settlement-fund/?outputType=amp,Norman Rockwell paintings to be auctioned for Boys Scouts sexual abuse settlement fund,20241113T181500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/HFPIUWWH75BWLKZAZSMSGR5KDM.jpg?auth=91c3de965daad26c0bc609f2b4f7d1d7ce44c5613d4a38196d06c54744bfead1&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/elections/2024/11/13/gop-ekes-out-small-majority-in-us-house-notching-trifecta-control-in-washington/,https://www.dallasnews.com/news/elections/2024/11/13/gop-ekes-out-small-majority-in-us-house-notching-trifecta-control-in-washington/?outputType=amp,"GOP ekes out small majority in U . S . House , notching trifecta control in Washington",20241114T040000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/DQPOI6AKAYRBOPKGLQG3FD2Y4M.jpg?auth=6c25aab9a10379e96c076afd2920cfdbf5afcf3dafd8d6bdfffb3f79da936f4b&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/2024/11/12/collin-county-elections-administrator-announces-retirement-will-step-down-end-of-year/,https://www.dallasnews.com/news/2024/11/12/collin-county-elections-administrator-announces-retirement-will-step-down-end-of-year/?outputType=amp,"Collin County elections administrator announces retirement , will step down at end of year",20241113T004500Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/6CCFPN6ZCZCSHH2FT3OC6KMRTM.jpg?auth=6ef74b2617ae2fe1b6413dc4be71028a76e6f89aa89d9de6dc2c7f120b06edc8&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/news/crime/2024/11/12/arlington-police-announce-three-arrests-in-october-shooting-death-of-27-year-old-man/,https://www.dallasnews.com/news/crime/2024/11/12/arlington-police-announce-three-arrests-in-october-shooting-death-of-27-year-old-man/?outputType=amp,Arlington police announce three arrests in October shooting death of 27 - year - old man,20241112T210000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/IWJER7IKSNCRTKGYNR3ZY7TCJY.PNG?auth=5575d42173d6316efe3cb7220dd74722201f1224b0e05d82bfeb4b0c7017b1ed&smart=true&quality=80,dallasnews.com,English,United States
https://www.dallasnews.com/food/restaurant-news/2024/11/11/map-michelin-guide-restaurants-in-dallas-fort-worth/,https://www.dallasnews.com/food/restaurant-news/2024/11/11/map-michelin-guide-restaurants-in-dallas-fort-worth/?outputType=amp,Map : Michelin Guide restaurants in Dallas - Fort Worth,20241112T033000Z,https://dmn-dallas-news-prod.cdn.arcpublishing.com/resizer/v2/TLBREMWPXRDKTDMS45WHUIODP4.jpg?auth=e250bd910d5ee507751988bc7d2400212b4e8f14b032601dff6b31507d1f5c86&smart=true&quality=80,dallasnews.com,English,United States
